Agency_Name,Planned_Project_Completion_Date_B2,Projected_slash_Actual_Project_Completion_Date_B2,Project_isDelayed,Lifecycle_Cost,Start_Date
Department of Transportation,,,,0.492276,03/10/2011
Department of Transportation,,,,0.557325,03/10/2011
Department of Transportation,,,,23.409406,01/07/2011
Department of Transportation,,,,47.158435,01/07/2011
Department of Transportation,,,,55.275485,01/06/2012
Department of Transportation,,,,0.55,01/09/2012
Department of Transportation,,,,23.8,01/01/2011
Department of Transportation,,,,15,01/01/2011
Department of Transportation,,,,10,01/01/2011
Department of Transportation,,,,95.77,01/10/2000
Department of Transportation,,,,16.32,01/10/2012
Department of Transportation,,,,1.6,01/01/2012
Department of Transportation,,,,8.072247,01/10/2010
Department of Transportation,,,,5.419167,01/03/2012
Department of Transportation,,,,12.128604,01/06/2012
Department of Transportation,,,,10,31/03/2013
Department of Transportation,,,,64.6,01/03/2011
Department of Transportation,,,,29.4,06/12/2011
Department of Transportation,,,,22.376197,01/10/2011
Department of Transportation,,,,23.375,19/04/2010
Department of Transportation,,,,8,16/11/2011
Department of Transportation,,,,1.571303,01/10/2010
Department of Transportation,,,,4.547075,01/09/2011
Department of Transportation,,,,5.961694,01/09/2011
Department of Transportation,,,,24.171919,01/04/2012
Department of Transportation,,,,0.68,01/10/2011
Department of Transportation,,,,4.5,01/10/2011
Department of Transportation,,,,1.6,01/04/2012
Department of Transportation,,,,0.86,15/06/2011
Department of Transportation,,,,6,01/10/2011
Department of Transportation,,,,0.497,10/11/2010
Department of Veterans Affairs,31/12/2012,31/12/2012,0,76.3,01/07/2011
Department of Veterans Affairs,30/09/2011,31/12/2012,458,0.888648,01/07/2010
Department of Veterans Affairs,30/09/2011,31/12/2012,458,1.286912,01/07/2010
Department of Veterans Affairs,03/02/2012,31/12/2012,332,0.84817,01/07/2010
Department of Veterans Affairs,18/11/2012,18/11/2012,0,67.026,05/04/2010
Department of Veterans Affairs,07/11/2012,07/11/2012,0,38.69,01/10/2007
Department of Veterans Affairs,31/10/2012,31/10/2012,0,5.101,16/03/2011
Department of Veterans Affairs,31/10/2012,31/10/2012,0,48.61,28/02/2011
Department of Veterans Affairs,30/09/2012,26/10/2012,26,8.024191,01/06/2010
Department of Veterans Affairs,23/10/2012,23/10/2012,0,23.707349,03/01/2011
Department of Veterans Affairs,11/10/2012,11/10/2012,0,204.286,01/08/2010
Department of Veterans Affairs,02/10/2012,02/10/2012,0,10.697534,01/07/2010
Department of Veterans Affairs,30/09/2012,30/09/2012,0,3.626,01/10/2010
Department of Veterans Affairs,28/09/2012,28/09/2012,0,93.055742,01/07/2010
Department of Veterans Affairs,28/09/2012,28/09/2012,0,62.629,01/10/2010
Department of Veterans Affairs,28/09/2012,28/09/2012,0,7.378058,16/09/2011
Department of Veterans Affairs,28/09/2012,28/09/2012,0,2.6,11/08/2010
Department of Veterans Affairs,28/09/2012,28/09/2012,0,2.7,09/05/2011
Department of Veterans Affairs,28/09/2012,28/09/2012,0,11.5,12/10/2010
Department of Veterans Affairs,28/09/2012,28/09/2012,0,8.923,01/04/2011
Department of Veterans Affairs,28/09/2012,28/09/2012,0,55,11/01/2011
Department of Veterans Affairs,28/09/2012,28/09/2012,0,66.601,02/04/2012
Department of Veterans Affairs,28/09/2012,28/09/2012,0,5.094378,01/04/2011
Department of Veterans Affairs,28/09/2012,28/09/2012,0,15.25,01/10/2010
Department of Veterans Affairs,28/09/2012,28/09/2012,0,337.672,04/09/2009
Department of Veterans Affairs,28/09/2012,28/09/2012,0,2.368,01/07/2009
Department of Veterans Affairs,28/09/2012,28/09/2012,0,8,02/01/2012
Department of Veterans Affairs,26/09/2012,26/09/2012,0,16.867,01/10/2010
Department of Veterans Affairs,22/09/2012,22/09/2012,0,11.996822,01/03/2012
Department of Veterans Affairs,30/09/2012,21/09/2012,-9,8.03,14/06/2010
Department of Veterans Affairs,21/09/2012,21/09/2012,0,5.686,15/08/2011
Department of Veterans Affairs,15/09/2012,15/09/2012,0,86.697339,14/03/2012
Department of Veterans Affairs,05/09/2012,05/09/2012,0,27.08,02/02/2012
Department of Veterans Affairs,04/09/2012,04/09/2012,0,2.325,01/10/2010
Department of Veterans Affairs,21/08/2012,21/08/2012,0,1.13665,01/07/2010
Department of Veterans Affairs,20/08/2012,20/08/2012,0,0.747285,03/01/2011
Department of Veterans Affairs,30/03/2012,15/08/2012,138,1.991782,03/01/2011
Department of Veterans Affairs,20/08/2012,14/08/2012,-6,22.701,05/03/2012
Department of Veterans Affairs,13/08/2012,13/08/2012,0,34.125,31/12/2009
Department of Veterans Affairs,02/08/2012,10/08/2012,8,4.82,01/04/2010
Department of Veterans Affairs,07/08/2012,07/08/2012,0,1.385716,01/07/2010
Department of Veterans Affairs,01/08/2012,01/08/2012,0,11.356,01/11/2010
Department of Veterans Affairs,01/08/2012,01/08/2012,0,1.748,06/06/2011
Department of Veterans Affairs,31/07/2012,31/07/2012,0,4.983,01/10/2008
Department of Veterans Affairs,29/06/2012,31/07/2012,32,4.983,01/04/2008
Department of Veterans Affairs,30/07/2012,30/07/2012,0,151.4,13/09/2011
Department of Veterans Affairs,30/07/2012,30/07/2012,0,2.325672,10/05/2010
Department of Veterans Affairs,30/07/2012,30/07/2012,0,23.707349,03/01/2011
Department of Veterans Affairs,27/07/2012,27/07/2012,0,0.839,11/07/2008
Department of Veterans Affairs,31/12/2012,11/07/2012,-173,8.404,08/05/2009
Department of Veterans Affairs,20/04/2012,09/07/2012,80,16,27/02/2012
Department of Veterans Affairs,02/07/2012,03/07/2012,1,1.958668,02/03/2010
Department of Veterans Affairs,15/06/2012,30/06/2012,15,38.603,01/11/2010
Department of Veterans Affairs,30/03/2012,23/06/2012,85,6.65958,01/10/2010
Department of Veterans Affairs,20/06/2012,20/06/2012,0,5.937,07/03/2011
Department of Veterans Affairs,18/06/2012,18/06/2012,0,12,26/10/2011
Department of Veterans Affairs,30/03/2012,15/06/2012,77,3.825,03/10/2011
Department of Veterans Affairs,29/03/2012,15/06/2012,78,6.486,18/10/2010
Department of Veterans Affairs,12/06/2012,12/06/2012,0,1.642335,19/04/2010
Department of Veterans Affairs,11/06/2012,11/06/2012,0,11.5,12/03/2012
Department of Veterans Affairs,06/01/2012,08/06/2012,154,16.148671,12/10/2010
Department of Veterans Affairs,11/06/2012,07/06/2012,-4,25.825736,20/05/2011
Department of Veterans Affairs,04/06/2012,04/06/2012,0,8.389892,16/11/2010
Department of Veterans Affairs,01/06/2012,01/06/2012,0,6.628798,15/09/2008
Department of Veterans Affairs,01/06/2012,01/06/2012,0,2.9,21/03/2011
Department of Veterans Affairs,01/06/2012,01/06/2012,0,3.065255,15/09/2008
Department of Veterans Affairs,01/06/2012,01/06/2012,0,12.826246,15/09/2008
Department of Veterans Affairs,30/03/2012,01/06/2012,63,2.901443,04/04/2011
Department of Veterans Affairs,01/06/2012,01/06/2012,0,2.9,21/03/2011
Department of Veterans Affairs,30/03/2012,30/05/2012,61,4.35,01/02/2012
Department of Veterans Affairs,30/12/2011,25/05/2012,147,59.619736,03/01/2011
Department of Veterans Affairs,07/06/2012,23/05/2012,-15,2,03/01/2012
Department of Veterans Affairs,30/04/2012,17/05/2012,17,17.883,31/12/2009
Department of Veterans Affairs,16/05/2012,16/05/2012,0,114.572699,15/07/2009
Department of Veterans Affairs,04/05/2012,04/05/2012,0,10.442333,29/04/2011
Department of Veterans Affairs,31/10/2011,03/05/2012,185,18.051,25/07/2011
Department of Veterans Affairs,20/01/2012,03/05/2012,104,2.939998,26/07/2011
Department of Veterans Affairs,30/04/2012,30/04/2012,0,0.1459,29/04/2011
Department of Veterans Affairs,30/04/2012,30/04/2012,0,29.913,15/03/2012
Department of Veterans Affairs,30/04/2012,30/04/2012,0,33.91,03/01/2011
Department of Veterans Affairs,30/04/2012,27/04/2012,-3,3.249673,01/04/2011
Department of Veterans Affairs,31/05/2012,26/04/2012,-35,82.62749,06/03/2012
Department of Veterans Affairs,31/01/2012,25/04/2012,85,122.23706,26/07/2011
Department of Veterans Affairs,20/04/2012,20/04/2012,0,9.778918,01/07/2008
Department of Veterans Affairs,01/05/2012,19/04/2012,-12,2.1,01/09/2009
Department of Veterans Affairs,25/05/2012,17/04/2012,-38,5.679,19/03/2012
Department of Veterans Affairs,27/01/2012,13/04/2012,77,10.442333,03/10/2011
Department of Veterans Affairs,03/04/2012,03/04/2012,0,47.256105,28/04/2011
Department of Veterans Affairs,03/04/2012,03/04/2012,0,43.717105,28/04/2011
Department of Veterans Affairs,02/04/2012,02/04/2012,0,2.4,21/03/2011
Department of Veterans Affairs,30/03/2012,30/03/2012,0,0.79091,01/07/2010
Department of Veterans Affairs,30/03/2012,30/03/2012,0,24.8,07/09/2011
Department of Veterans Affairs,28/03/2012,28/03/2012,0,1.8,26/05/2011
Department of Veterans Affairs,16/03/2012,16/03/2012,0,82.314426,26/07/2011
Department of Veterans Affairs,12/03/2012,12/03/2012,0,1.235454,01/07/2010
Department of Veterans Affairs,12/03/2012,12/03/2012,0,1.235454,01/07/2010
Department of Veterans Affairs,09/03/2012,09/03/2012,0,0.797936,01/07/2010
Department of Veterans Affairs,09/03/2012,08/03/2012,-1,38.67,03/01/2011
Department of Veterans Affairs,02/03/2012,02/03/2012,0,0.54,01/06/2011
Department of Veterans Affairs,02/03/2012,02/03/2012,0,11.991541,03/01/2011
Department of Veterans Affairs,02/03/2012,02/03/2012,0,19.619,01/12/2010
Department of Veterans Affairs,24/02/2012,23/02/2012,-1,0.175,24/02/2011
Department of Veterans Affairs,24/02/2012,23/02/2012,-1,0.31,02/02/2011
Department of Veterans Affairs,21/02/2012,21/02/2012,0,1.937422,01/10/2009
Department of Veterans Affairs,21/02/2012,21/02/2012,0,55.677,22/02/2011
Department of Veterans Affairs,03/02/2012,03/02/2012,0,4.035,03/10/2011
Department of Veterans Affairs,03/02/2012,03/02/2012,0,11.263,03/10/2011
Department of Veterans Affairs,31/01/2012,31/01/2012,0,4.010356,01/12/2010
Department of Veterans Affairs,30/01/2012,30/01/2012,0,0.918,29/07/2011
Department of Veterans Affairs,27/01/2012,27/01/2012,0,5.6,01/10/2009
Department of Veterans Affairs,03/02/2012,27/01/2012,-7,7.717521,01/12/2010
Department of Veterans Affairs,03/02/2012,27/01/2012,-7,4.168464,01/12/2010
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,26/01/2012,6,2.178655,25/07/2011
Department of Veterans Affairs,20/01/2012,18/01/2012,-2,2.939998,26/07/2011
Department of Veterans Affairs,31/12/2011,15/01/2012,15,43.752,05/07/2010
Department of Veterans Affairs,24/01/2012,13/01/2012,-11,1.321277,01/10/2009
Department of Veterans Affairs,30/12/2011,30/12/2011,0,3.582984,01/06/2010
Department of Veterans Affairs,30/12/2011,30/12/2011,0,21.258,20/07/2009
Department of Veterans Affairs,30/12/2011,30/12/2011,0,2.0775,01/07/2011
Department of Veterans Affairs,22/12/2011,22/12/2011,0,52.195877,02/06/2011
Department of Veterans Affairs,07/12/2011,09/12/2011,2,1.73,10/01/2011
Department of Veterans Affairs,31/10/2011,07/12/2011,37,0.5,01/09/2011
Department of Veterans Affairs,29/02/2012,03/12/2011,-88,3.506,01/06/2011
Department of Veterans Affairs,05/12/2011,01/12/2011,-4,3.205615,01/12/2010
Department of Veterans Affairs,30/11/2011,30/11/2011,0,0.75,26/01/2011
Department of Veterans Affairs,28/11/2011,28/11/2011,0,19.83,27/06/2011
Department of Veterans Affairs,24/11/2011,24/11/2011,0,71.293646,29/11/2010
Department of Veterans Affairs,15/11/2011,15/11/2011,0,55.7,19/11/2010
Department of Veterans Affairs,01/11/2011,01/11/2011,0,1.76,14/02/2011
Department of Veterans Affairs,31/10/2011,31/10/2011,0,4.67096,02/12/2009
Department of Veterans Affairs,31/10/2011,31/10/2011,0,0.325,03/10/2011
Department of Veterans Affairs,27/10/2011,27/10/2011,0,23.664,01/10/2011
Department of Veterans Affairs,01/11/2011,25/10/2011,-7,11.42826,01/04/2010
Department of Veterans Affairs,01/11/2011,25/10/2011,-7,10.249257,01/04/2010
Department of Veterans Affairs,17/10/2011,17/10/2011,0,23.178888,16/05/2011
Department of Veterans Affairs,01/11/2011,06/10/2011,-26,8.851137,01/04/2010
Department of Veterans Affairs,,,,30.49,18/02/2011
Department of Veterans Affairs,,,,15.665358,09/08/2010
Department of Veterans Affairs,,,,24.634,13/12/2010
Department of Veterans Affairs,,,,28.349266,04/01/2010
Department of Veterans Affairs,,,,39.876,15/06/2010
Department of Veterans Affairs,,,,7,01/03/2012
Department of Veterans Affairs,,,,72.495616,01/09/2010
Department of Veterans Affairs,,,,14.268218,01/06/2010
Department of Veterans Affairs,,,,20.68,28/02/2011
Department of Veterans Affairs,,,,56.631558,01/09/2010
Department of Veterans Affairs,,,,20.726,01/02/2011
Department of Veterans Affairs,,,,8.431318,01/10/2010
Department of Veterans Affairs,,,,9.546318,01/10/2009
Department of Veterans Affairs,,,,60.51,01/08/2011
Department of Veterans Affairs,,,,3.3,16/04/2012
Department of Veterans Affairs,,,,8.4308,27/12/2010
Department of Veterans Affairs,,,,9.853875,30/03/2012
Department of Veterans Affairs,,,,13.93,01/10/2009
Department of Veterans Affairs,,,,5.79022,23/12/2010
Department of Veterans Affairs,,,,13.63564,29/04/2011
Department of Veterans Affairs,,,,22.981917,18/07/2011
Department of Veterans Affairs,,,,6.249673,25/03/2011
Department of Veterans Affairs,,,,7.563,10/01/2011
Department of Veterans Affairs,,,,5.754363,26/07/2011
Department of Veterans Affairs,,,,51.128,18/03/2010
Department of Veterans Affairs,,,,40.710699,01/10/2008
Department of Veterans Affairs,,,,89.512,18/02/2004
Department of Veterans Affairs,,,,7.684208,19/10/2010
Department of Veterans Affairs,,,,9.413399,24/02/2011
Department of Veterans Affairs,,,,0.63725,01/10/2010
Department of Veterans Affairs,,,,21.693,19/02/2010
Department of Veterans Affairs,,,,19.42,03/01/2011
Department of Veterans Affairs,,,,11.947,17/08/2011
Department of Veterans Affairs,,,,49.94,31/03/2011
Department of Veterans Affairs,,,,16.845,16/03/2011
Department of Veterans Affairs,,,,23.767668,06/06/2011
Department of Veterans Affairs,,,,2.043462,29/06/2011
Department of Veterans Affairs,,,,20.914,06/06/2011
Department of Veterans Affairs,,,,2.297604,04/07/2011
Department of Veterans Affairs,,,,9.462,01/04/2010
Department of Veterans Affairs,,,,2.1,03/10/2011
Department of Veterans Affairs,,,,38.051,03/01/2011
Department of Veterans Affairs,,,,40.228,01/10/2009
Department of Veterans Affairs,,,,4.514,28/09/2009
Department of Veterans Affairs,,,,12.159,14/02/2011
Department of Veterans Affairs,,,,4.954,07/03/2011
Department of Veterans Affairs,,,,14,03/01/2012
Department of Veterans Affairs,,,,12.081107,15/09/2008
Department of Veterans Affairs,,,,9.098994,01/05/2006
Department of Veterans Affairs,,,,8.158082,15/09/2008
Department of Veterans Affairs,,,,23.558073,01/06/2010
Department of Veterans Affairs,,,,18.328371,03/01/2011
Department of Veterans Affairs,,,,68.69,01/12/2010
Department of Veterans Affairs,,,,24.959,01/10/2010
Department of Veterans Affairs,,,,45.475,10/12/2010
Department of Veterans Affairs,,,,68.349438,01/07/2010
Department of Veterans Affairs,,,,3.42035,03/10/2011
Department of Veterans Affairs,,,,2.271706,15/05/2012
Department of Veterans Affairs,,,,4.608063,15/05/2012
Department of Veterans Affairs,,,,0.4,07/05/2012
Department of Veterans Affairs,,,,3.5,30/06/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,1.72,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.2218,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.181,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,2.0681,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1342,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.1546,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.940374,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,2.33,13/12/2010
Environmental Protection Agency,30/09/2012,30/09/2012,0,6.913,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,1.099,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,0.953,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,1.2,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,1.671,01/10/2011
Environmental Protection Agency,30/09/2012,30/09/2012,0,6.914,01/10/2011
Environmental Protection Agency,30/04/2012,31/08/2012,123,92.02,01/10/2008
Environmental Protection Agency,,,,6.69,01/10/2011
Environmental Protection Agency,,,,28.88,01/09/2011
Environmental Protection Agency,,,,4.376594,14/06/2011
Environmental Protection Agency,,,,5.287114,01/10/2011
Environmental Protection Agency,,,,1.23,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,0.732,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,0.492,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,1.218,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,1,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,1.93,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,1.2,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,0.15,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,1.902246,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,14.565,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,0.75,01/10/2011
General Services Administration,30/09/2012,30/09/2012,0,0.5,01/03/2012
General Services Administration,30/09/2012,30/09/2012,0,37.935079,29/07/2007
General Services Administration,28/09/2012,28/09/2012,0,1,02/04/2012
General Services Administration,20/08/2012,20/08/2012,0,132.003,01/10/2010
General Services Administration,31/07/2012,31/07/2012,0,0.845544,28/01/2011
General Services Administration,31/07/2012,31/07/2012,0,0.367,01/08/2011
General Services Administration,31/07/2012,31/07/2012,0,0.456,01/09/2011
General Services Administration,31/07/2012,31/07/2012,0,0.1997,01/08/2011
General Services Administration,08/06/2012,26/06/2012,18,0.369,17/01/2012
General Services Administration,30/04/2012,30/04/2012,0,0.221177,01/12/2011
General Services Administration,31/05/2012,30/04/2012,-31,0.227,01/10/2011
General Services Administration,30/04/2012,30/04/2012,0,0.227,01/10/2011
General Services Administration,31/03/2012,31/03/2012,0,0.212005,01/10/2011
General Services Administration,31/03/2012,31/03/2012,0,0.469411,01/10/2011
General Services Administration,30/03/2012,30/03/2012,0,21.058,01/10/2010
General Services Administration,01/03/2012,01/03/2012,0,0.351,01/05/2011
General Services Administration,31/12/2011,31/12/2011,0,0.17,01/10/2011
General Services Administration,31/12/2011,31/12/2011,0,0.525,01/10/2011
General Services Administration,29/12/2011,29/12/2011,0,0.331,11/10/2011
General Services Administration,12/12/2011,12/12/2011,0,0.525,11/07/2011
General Services Administration,05/12/2011,02/12/2011,-3,0.07961,16/09/2011
General Services Administration,02/11/2011,02/11/2011,0,0.105,01/05/2011
General Services Administration,01/11/2011,01/11/2011,0,0.103,01/05/2011
General Services Administration,30/09/2011,30/09/2011,0,0.233,15/11/2010
General Services Administration,30/09/2011,30/09/2011,0,2.243,01/10/2010
General Services Administration,30/09/2011,30/09/2011,0,2.5,01/10/2010
General Services Administration,30/09/2011,30/09/2011,0,1.5,01/01/2011
General Services Administration,30/09/2011,30/09/2011,0,0.25,01/03/2011
General Services Administration,30/09/2011,30/09/2011,0,0.684,01/01/2011
General Services Administration,30/09/2011,30/09/2011,0,0.26,01/07/2011
General Services Administration,30/09/2011,30/09/2011,0,0.475,01/04/2011
General Services Administration,30/09/2011,30/09/2011,0,0.065,01/04/2011
General Services Administration,30/09/2011,30/09/2011,0,0.5,01/04/2011
General Services Administration,30/09/2011,30/09/2011,0,5.34416,01/02/2011
General Services Administration,15/09/2011,16/09/2011,1,0.156647,01/06/2011
General Services Administration,12/08/2011,24/08/2011,12,0.116,05/01/2011
General Services Administration,01/07/2011,01/07/2011,0,0.146,05/01/2011
General Services Administration,,,,1.149,01/10/2011
General Services Administration,,,,0.28,09/07/2012
General Services Administration,,,,14.718,01/10/2011
General Services Administration,,,,0.75,01/10/2011
General Services Administration,,,,1.5,01/10/2011
General Services Administration,,,,2.5,01/10/2011
General Services Administration,,,,2,01/10/2011
General Services Administration,,,,0.704,01/10/2011
General Services Administration,,,,0.25,01/10/2011
General Services Administration,,,,0.25,01/10/2011
General Services Administration,,,,0.5,01/10/2011
General Services Administration,,,,0.242,09/01/2012
General Services Administration,,,,15.567753,03/10/2011
General Services Administration,,,,0.5,01/02/2012
General Services Administration,,,,1.75,01/10/2011
General Services Administration,,,,0.5,01/10/2011
General Services Administration,,,,1.36,01/01/2012
General Services Administration,,,,1.169731,01/09/2012
General Services Administration,,,,3.0701,01/03/2011
General Services Administration,,,,1.824522,01/11/2011
General Services Administration,,,,11.258,01/10/2011
General Services Administration,,,,40,01/06/2009
General Services Administration,,,,1.4,01/01/2012
National Aeronautics and Space Administration,30/06/2012,30/06/2012,0,0.5,01/07/2011
National Aeronautics and Space Administration,13/03/2012,28/03/2012,15,36.432,08/09/2004
National Aeronautics and Space Administration,02/01/2012,11/03/2012,69,0.25,01/06/2011
National Aeronautics and Space Administration,01/01/2012,11/03/2012,70,1.5,01/06/2011
National Aeronautics and Space Administration,30/11/2011,30/11/2011,0,0.945,01/10/2010
National Aeronautics and Space Administration,29/09/2011,01/11/2011,33,8.615,01/05/2009
National Aeronautics and Space Administration,30/09/2011,31/10/2011,31,42.979,01/10/2010
National Aeronautics and Space Administration,30/10/2011,30/10/2011,0,0.928,01/07/2011
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,13,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,116.733,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,26.7,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,98.23,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,30.6,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,16.489,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,21.201,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,5.007,01/03/2009
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,79.962,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,6.292,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,10.846,01/10/2010
National Aeronautics and Space Administration,30/09/2011,30/09/2011,0,2.616,01/10/2010
National Aeronautics and Space Administration,,,,0.2,01/04/2012
National Archives and Records Administration,30/09/2012,30/09/2012,0,0.991,01/10/2011
National Archives and Records Administration,30/09/2012,30/09/2012,0,1.286,01/10/2011
National Archives and Records Administration,26/09/2012,26/09/2012,0,4,18/05/2012
National Archives and Records Administration,16/09/2012,16/09/2012,0,0.35,17/09/2011
National Archives and Records Administration,16/09/2012,16/09/2012,0,0.237,17/09/2011
National Archives and Records Administration,17/08/2012,17/08/2012,0,2.179,04/03/2011
National Archives and Records Administration,27/04/2012,03/05/2012,6,0.352,20/02/2012
National Archives and Records Administration,31/03/2012,31/03/2012,0,1.81,27/01/2012
National Archives and Records Administration,17/02/2012,17/02/2012,0,0.352,12/12/2011
National Archives and Records Administration,09/12/2011,14/12/2011,5,0.352,03/10/2011
National Archives and Records Administration,,,,0.85,17/09/2011
National Archives and Records Administration,,,,0.122,01/10/2011
National Archives and Records Administration,,,,1.98,01/10/2010
National Archives and Records Administration,,,,0.352,30/04/2012
National Archives and Records Administration,,,,0.352,06/09/2012
National Archives and Records Administration,,,,4,15/05/2012
National Archives and Records Administration,,,,2,01/07/2012
National Archives and Records Administration,,,,12,30/09/2012
National Archives and Records Administration,,,,12.5,30/06/2012
National Archives and Records Administration,,,,0.783,01/03/2012
National Archives and Records Administration,,,,0.705,05/04/2012
National Archives and Records Administration,,,,0.434,02/07/2012
National Science Foundation,30/09/2012,30/09/2012,0,1.027,01/04/2011
National Science Foundation,30/09/2012,30/09/2012,0,1.14,01/01/2011
National Science Foundation,30/09/2012,30/09/2012,0,2.222,01/10/2011
National Science Foundation,30/09/2012,30/09/2012,0,2.788,01/10/2011
National Science Foundation,30/09/2012,30/09/2012,0,0.265,01/07/2012
National Science Foundation,30/09/2012,30/09/2012,0,3.126,01/10/2011
National Science Foundation,30/09/2012,30/09/2012,0,6.004,01/04/2011
National Science Foundation,30/09/2012,30/09/2012,0,8.64,01/12/2010
National Science Foundation,30/09/2012,30/09/2012,0,2.352,01/12/2010
National Science Foundation,30/09/2012,30/09/2012,0,8.761,01/04/2011
National Science Foundation,30/09/2012,30/09/2012,0,3.208,01/10/2010
National Science Foundation,30/09/2012,30/09/2012,0,13.172,01/04/2011
National Science Foundation,,,,63.573,26/09/2008
National Science Foundation,,,,2.368,01/10/2011
National Science Foundation,,,,3.947,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,0.32,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,0.84,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,0.952,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,0.577,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,1.325,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,0.28,13/06/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,0.111,01/10/2011
Nuclear Regulatory Commission,30/09/2012,30/09/2012,0,2.552,01/10/2011
Nuclear Regulatory Commission,28/09/2012,28/09/2012,0,0.6,01/10/2011
Nuclear Regulatory Commission,28/09/2012,28/09/2012,0,0.36,03/04/2012
Nuclear Regulatory Commission,28/09/2012,28/09/2012,0,0.933,03/10/2011
Nuclear Regulatory Commission,28/09/2012,28/09/2012,0,0.9,03/10/2011
Nuclear Regulatory Commission,28/09/2012,28/09/2012,0,28,01/10/2011
Nuclear Regulatory Commission,28/09/2012,28/09/2012,0,1.363,03/10/2011
Nuclear Regulatory Commission,31/08/2012,31/08/2012,0,0.2,07/10/2011
Nuclear Regulatory Commission,01/01/2012,30/06/2012,181,7.3,01/10/2009
Nuclear Regulatory Commission,29/06/2012,29/06/2012,0,0.015,01/03/2012
Nuclear Regulatory Commission,31/03/2012,31/03/2012,0,0.35,03/10/2011
Nuclear Regulatory Commission,23/10/2011,17/11/2011,25,0.876,01/10/2010
Nuclear Regulatory Commission,23/09/2011,14/10/2011,21,0.181,05/07/2011
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,0.289,01/10/2010
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,5.358,01/10/2010
Nuclear Regulatory Commission,30/09/2011,30/09/2011,0,1.1,01/10/2010
